school_id,school_name,country,admin1,admin2,lat,lon,urban_rural,sector,enrollment,altitude_m
220,LICEO MINERO AMÃRICA,CL,ANTOF,CALAMA,-22.43762,-68.924553,Urbano,,1015,
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,CL,ANTOF,CALAMA,-22.46032524,-68.92471313,Urbano,,437,
223,ESCUELA CLAUDIO ARRAU,CL,ANTOF,CALAMA,-22.44936,-68.926231,Urbano,,782,
224,ESCUELA GRECIA,CL,ANTOF,CALAMA,-22.4603,-68.933693,Urbano,,963,
225,ESCUELA REPUBLICA DE BOLIVIA,CL,ANTOF,CALAMA,-22.4627,-68.928589,Urbano,,970,
226,ESCUELA BASICA EMILIO SOTOMAYOR,CL,ANTOF,CALAMA,-22.43815,-68.922653,Urbano,,954,
227,ESCUELA BASICA PRESIDENTE BALMACEDA,CL,ANTOF,CALAMA,-22.45923,-68.922813,Urbano,,1535,
228,ESCUELA BASICA VADO DE TOPATER,CL,ANTOF,CALAMA,-22.47698,-68.929062,Urbano,,608,
229,ESCUELA REPUBLICA DE CHILE,CL,ANTOF,CALAMA,-22.444321,-68.908012,Urbano,,884,
230,ESCUELA BASICA ANDRES BELLO,CL,ANTOF,CALAMA,-22.45573,-68.916397,Urbano,,622,
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,CL,ANTOF,CALAMA,-22.45438,-68.920174,Urbano,,710,
232,ESCUELA BASICA PEDRO VERGARA KELLER,CL,ANTOF,CALAMA,-22.4417,-68.932564,Urbano,,631,
234,ESCUELA REPUBLICA DE ECUADOR,CL,ANTOF,CALAMA,-22.45403528,-68.93942446,Urbano,Publico,0,
235,ESCUELA JARDIN INFANTIL EL PRINCIPITO,CL,ANTOF,CALAMA,,,Urbano,Publico,0,
236,ESCUELA DE PARVULOS LAS ABEJITAS,CL,ANTOF,CALAMA,-22.47755623,-68.92974854,Urbano,,208,
237,ESCUELA DE PARVULOS LLAMITO BLANCO,CL,ANTOF,CALAMA,-22.43809319,-68.92285919,Urbano,,225,
238,ESCUELA DIFERENCIAL LOA,CL,ANTOF,CALAMA,-22.45413589,-68.91889954,Urbano,,176,
239,ESCUELA BASICA 21 DE MAYO,CL,ANTOF,CALAMA,-22.450781,-68.932007,Urbano,,666,
240,ESCUELA BASICA REPUBLICA DE FRANCIA,CL,ANTOF,CALAMA,-22.474831,-68.932648,Urbano,,618,
241,ESCUELA PARVULARIA LAS ARDILLAS,CL,ANTOF,CALAMA,-22.44329071,-68.92927551,Urbano,,197,
243,ESCUELA BASICA PUKARA,CL,ANTOF,CALAMA,-22.26803,-68.631218,Rural,,39,
244,ESCUELA DE PARVULOS LOS ENANITOS,CL,ANTOF,CALAMA,-22.45796585,-68.93946838,Urbano,,272,
245,ESCUELA DE PARVULOS PAPELUCHO,CL,ANTOF,CALAMA,-22.44638252,-68.91606903,Urbano,,120,
246,ESCUELA BASICA SENORA DE LA CANDELARIA,CL,ANTOF,CALAMA,-22.33777,-68.212242,Rural,,19,
248,ESCUELA BASICA SAN JOSE,CL,ANTOF,CALAMA,-22.27883,-68.322403,Rural,,6,
249,ESCUELA BASICA SAN ANDRES,CL,ANTOF,CALAMA,-22.11495425,-68.31687474,Rural,Publico,0,
251,ESCUELA BASICA SAN SANTIAGO,CL,ANTOF,CALAMA,,,Rural,Publico,0,
252,ESCUELA BASICA SAN FRANCISCO,CL,ANTOF,CALAMA,-22.342751,-68.650139,Rural,,100,
253,COLEGIO ADVENTISTA DE CALAMA,CL,ANTOF,CALAMA,-22.465719,-68.926689,Urbano,Privado,1065,
254,FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÃORA DE AYQUINA,CL,ANTOF,CALAMA,-22.461519,-68.927673,Urbano,Privado,895,
255,COLEGIO EJERCITO DE SALVACION,CL,ANTOF,CALAMA,-22.4599,-68.930656,Urbano,Privado,1189,
256,INSTITUTO OBISPO SILVA LEZAETA,CL,ANTOF,CALAMA,-22.46957,-68.926529,Urbano,Privado,1791,
257,COLEGIO CHUQUICAMATA,CL,ANTOF,CALAMA,-22.478863,-68.91212,Urbano,Publico,1060,
259,ESC. PARV. JESUS DE NAZARETH,CL,ANTOF,CALAMA,-22.464136,-68.92174,Urbano,Publico,0,
261,ESCUELA DE PARRVULOS CAPITAN RAFAEL TORREBLANCA,CL,ANTOF,CALAMA,-22.451738,-68.91319,Urbano,Publico,0,
262,ESCUELA DE PARVULOS MICKEY MOUSE,CL,ANTOF,CALAMA,-22.450636,-68.93184,Urbano,Privado,192,
265,ESCUELA DE PARVULOS LOS CONEJITOS,CL,ANTOF,CALAMA,-22.45832062,-68.92401123,Urbano,,140,
268,ESC. BASICA RURAL SAN ANTONIO DE PADUA,CL,ANTOF,OLLAGÃE,-21.223881,-68.25251,Rural,,50,
269,ESCUELA BASICA SAN PEDRO DE ATACAMA,CL,ANTOF,SAN PEDRO DE ATACAMA,-22.912609,-68.196808,Urbano,,1009,
270,COMPLEJO EDUCACIONAL TOCONAO,CL,ANTOF,SAN PEDRO DE ATACAMA,-23.19017,-68.006432,Rural,,403,
271,ESCUELA BASICA CAMAR,CL,ANTOF,SAN PEDRO DE ATACAMA,-22.910219,-68.201431,Rural,,17,
273,ESCUELA BASICA SOLOR,CL,ANTOF,SAN PEDRO DE ATACAMA,-22.9457289,-68.1858461,Rural,,32,
274,ESCUELA BASICA SAN ROQUE,CL,ANTOF,SAN PEDRO DE ATACAMA,-23.67869,-68.073097,Rural,,31,
275,ESCUELA BASICA ANDINA,CL,ANTOF,SAN PEDRO DE ATACAMA,-22.908039,-68.201508,Rural,,2,
